-5,194625965801254
-6,123781310912745
-8,54522952297516
-9,037951846510532
-10,967353112268647
-10,278387819053581
-10,332941186529368
-7,507922334957036
-7,397106708955124
-3,6188594306296036
-1,9117168830497497
-0,6203693418559468
0,9409442670274015
3,598645320255321
5,55321453028298
8,022264494167272
7,370364049798891
5,19299217236553
4,459451792275134
4,155785790763647
2,4954312614622594
1,6064013886518786
-1,6164574125454083
-2,7262308498005843
-7,518636899227844
-7,831127357980208
-7,360070076624226
-11,311540651161145
-9,920428634323734
-11,037090219819525
-8,272590004979413
-8,489313197813946
-4,5321207035271245
-3,255329466606062
-0,8089976754774781
0,8909686457529564
2,833042913880387
5,208782291477567
4,301645101493439
5,750625791242193
7,3895292914402075
6,787294937380256
5,621937342937052
2,627599980372217
0,9293868637143232
-0,3762182754112309
-1,6986652287524315
-4,671051992385915
-5,0165976427571035
-7,976302139010198
-8,35315748152059
-10,704082566559995
-10,031346557241111
-9,261167354624039
-9,35466347828891
-6,239008959145775
-4,923044544010051
-3,5781338615860427
-2,146889183227379
-1,252920293738483
2,6723673309096636
4,324401776559882
4,599007020385805
5,251952362617345
5,388778278156499
5,621329845857574
6,769544762381213
2,763094453609958
4,175732242515498
0,10116547756551508
-0,12409584079408391
-4,278269064225249
-6,817747125567475
-7,971646708961295
-7,5385008350913
-8,825076044577408
-9,680399490640843
-10,053491810859557
-9,80478084552622
-7,565607468192114
-5,1204713131750355
-2,4240147772545977
-1,608869479135462
-0,06226007502978437
1,2545257600266173
5,602782698767236
3,8824408938203288
4,706936447402361
8,385633819167298
7,87151725441683
6,15583946610526
5,507256162235546
3,7768217891548677
-0,7417534110910933
-3,2599904739541636
-3,310338756473941
-4,787253827221513
-8,528485422249252
-10,14275184178023
-8,77394695950742
-8,575848777257454
-9,100778189891127
-8,210284688191654
-8,567206310248915
-7,36295434330415
-5,0904030974590775
-2,5362007494889083
-0,8388077634192537
2,7679633137289366
4,064405509916636
6,099346143112311
7,339061251559596
5,262968403905537
7,824518551519152
6,905063758113872
4,862049357489541
3,44770368752235
1,9972485006481961
-0,954661215285721
-2,380497450519357
-4,290114071728859
-7,946289322069919
-10,724900213112715
-10,12772062301966
-9,40068136030352
-9,780053373965922
-10,261807810692735
-6,407816702360571
-5,221367964677491
-4,057534697757979
-1,3670519564598245
0,06221296677630228
1,7403755496465005
4,784975022233968
4,448144195235318
5,0484948650225645
6,597696214819195
7,8413079975674105
7,263352248954267
5,375611048973179
0,7817195048360981
1,3250797656421553
-3,4921318407155737
-5,57066725625854
-7,410891529240912
-9,218275578892706
-8,599954422158447
-9,050306799483938
-11,556808719635388
-11,44972654165025
-9,456052971092104
-8,224179875942045
-4,263563123512105
-2,2945811896373636
-1,4753101353808158
0,29973709461542963
0,760725981982826
5,572764316471617
5,999626201753221
7,804255375367241
6,2797178736370025
6,344651364955683
5,229555580121083
4,787177335798011
2,4797544681585455
-0,6942668635843607
-0,4493972449206126
-5,527420182237304
-4,69765704632985
-8,131178893503021
-10,728717614607776
-10,044881632374095
-9,762568673123008
-9,790494957999877
-10,109393445470237
-7,3719689247837605
-5,18267564733827
-4,202530233346795
-1,446190142116033
-0,4524410621568902
3,346008702266002
5,89104509520229
6,474276715405741
7,710661318071498
6,602758356835992
7,9022575227753284
4,153562470076294
3,5562570904552873
2,597279690384665
-1,0723074501906158
-0,5559102657060129
-4,994984120183306
-6,123488225690551
-7,1619281070763074
-8,36076726609452
-9,49585048372737
-9,384387593035372
-10,686319310006189
-7,656904795293529
-8,345361013553767
-5,457448573544624
-2,371548935646257
-0,9507513488912016
-0,5933770055931964
4,1968970862453405
4,660370593399814
6,325962316069586
5,539083702598999
7,883738789857534
5,352867715763528
6,765012092022788
5,879567454883976
1,1783267879594903
2,1461148888262924
-2,779906194044846
-3,8692756694328034
-4,583888632451984
-8,098962238655059
-7,34274945713876
-8,27187692729446
-10,00846391207461
-9,26070276205477
-8,336436890288201
-9,328964776719207
-4,73792545853559
-4,955566234803985
-0,006431755762087854
0,08242156405003209
3,4614171255674244
2,950476336991243
6,157377945948509
7,891015449349914
8,042322999119168
7,297549125510965
6,97028536444045
5,674247916033669
1,520535241312332
1,234551069163099
-3,491173266045609
-2,4819440835554167
